states: rlevel[$t1],states: rlevel[$t2],states: rlevel[$t3],states: rlevel[$t4]
52.97730366841328,82.58403325034615,69.12984059497882,78.75052076823305
52.59153961374535,93.16096985250371,86.74227589479403,105.23279316286767
52.91581194151412,100.48731330027888,103.67286301352578,130.65193197705776
52.73279415234574,106.19841071568099,120.83212462865731,152.64973283589953
52.679366668144,111.97679930484036,135.8065266397918,171.0439580499041
53.951657914114115,110.8850749025841,153.3276886227096,186.9488232668407
52.4059262932066,113.43418529723778,166.93802962584252,200.66325486456665
54.13984444282656,112.00332809029183,179.97301505164907,210.66522301247335
53.6801140609692,113.80684142806219,189.35176739823635,219.08456733519012
56.06405617953967,109.4051380777401,200.05842776140946,225.86594349490505
50.38190900346328,85.55874774204193,68.75052076823305,77.75258311837796
54.113277487362126,91.9030620154419,86.07482938409612,105.04713139061073
52.07366815881323,103.26211829725104,101.86414197347922,129.21276860499168
55.20218207303854,107.7059699060645,115.5920108575915,152.73130721609
53.15952463044272,114.71671220540553,131.6460903033709,171.11317342496207
54.1792625222237,111.53247819251051,152.19240592163115,186.54465167267122
52.7356515368178,113.72286989738869,166.28448212803931,199.84786269677085
54.32526529091424,110.71467430332412,181.09902777461795,208.131881715455
53.63243214510265,114.69930288770544,188.18775905728586,216.29259283550735
54.2350553074317,111.96073897451488,199.71963409988015,223.08330724931142
53.94822933070226,80.73457536580206,69.38793287971605,79.37096070575093
52.66809972570398,92.02846705320704,87.08274407196595,106.19269821917382
53.324652434803276,100.02661555165228,103.77546022286663,130.0401854066454
52.89152199733951,109.04433654153009,117.86381985766943,150.85466889409676
53.28821855230551,109.89517695571976,137.35475092795747,168.55736748719016
55.16606043625985,111.0357794967809,152.48730310399705,184.37481477525847
52.58688987727905,116.31923700796955,165.13956198009595,196.6509404939039
54.03244976691831,110.96708140892768,179.63284464616072,210.14730434677764
54.03149652882821,111.56807282393589,189.49261993545537,219.11809805206724
54.227217273263776,110.7953022882589,197.57436772605578,227.28239200634536
50.702985536364004,85.23767120914121,68.564997057083,77.94340664226317
52.30015818719983,93.55541784084643,86.38816099364385,103.31700572583497
53.700434417425534,101.01682292559346,102.22923766712294,128.82276168262226
53.07672217342296,109.54054799759189,117.27409978677096,150.85215279992224
53.20938502708763,111.8774208752458,135.5482258384578,167.67790250768843
53.950839889087575,111.25644604651724,153.6090078900475,182.95531019942032
53.438147930147885,111.37730450008927,169.53088334141307,196.2444390488106
51.23501914613147,114.92663365199894,179.3343177677535,208.97891626110646
54.201268373872765,109.48477122202927,191.57589274379944,218.0812698423092
53.65965769015402,115.23976910599266,195.67422678725532,223.2699322361433
51.91207976972602,84.02857697577919,68.75052076823305,78.18746970613785
54.286701632396955,91.19621419202514,86.9737312847185,105.13394289459777
53.73332407583703,101.05306976446319,102.48224775388745,129.7626428296119
52.631258392805954,110.61501903325552,117.24012944571429,150.97013475821225
52.37376602897963,111.64805393294131,137.11793824482464,169.61738419319968
52.051146532304124,112.2365417698364,154.69501918790266,185.49646673179285
53.212055404381736,111.34562278327776,169.86806584880898,198.39049212984173
54.12139506021952,108.88390273062294,182.82810775184004,210.04086240364856
53.88207516992119,113.29930563165648,189.22238236910374,217.83051441652273
54.62946654290596,109.38843544963511,201.73436888558166,223.85713118224209
52.58778506098797,83.35287168451724,68.75052076823305,78.48029058246456
50.41007904231187,94.89625650281121,87.17145643553305,105.40387287101268
53.701123857555,100.8392668762372,103.37683509208144,129.1599478598127
54.15264340730025,108.8708682837424,118.04296224559137,150.8419740300527
54.49587207739156,112.75806089480828,134.04520179336575,169.94458434790124
52.21952919460123,114.85558524021877,151.90780612537657,184.96683291529072
54.18251412811027,107.82441775995547,172.20620777653008,196.8054686777801
54.7586159684363,111.03145365917345,180.8102585312739,208.15359626465838
53.09225281650759,115.10393219245962,189.09496156620673,217.04782879363862
53.10233805959088,112.28346236203576,201.11467883891223,223.67745778008458
50.07210471702797,84.75307233986676,69.78063096404344,78.57376270361209
53.63227801213847,91.35257153214609,87.34793812396535,105.49001998497685
53.52631228948027,100.7398630896083,103.38260486688303,129.3456941443144
51.60824388456032,111.16040073638673,118.04813766591225,150.3121063434908
52.31501241845051,111.02590801461989,137.9232966196363,167.6904611774142
55.30174344910953,108.78489647425906,155.17775860214513,183.24172337099705
53.61271724633411,114.20109670539588,166.87474665901956,196.69701257852782
55.14337349698901,111.38333959765384,181.0584203061568,207.77777057322504
53.032006807493374,114.42767682656932,190.01720766155404,216.1857241007516
53.70409102759314,110.84672998323477,202.04313816811668,221.85497456514636
53.232281366645566,82.70837537885964,68.75052076823305,78.75052076823305
54.31011330137086,91.03805633476412,86.00971832014031,106.58078314192262
54.129139690640685,100.60671856441732,102.31544127299027,130.62447044671944
53.90126497997083,109.11494013132473,117.29340784112158,151.47727698896642
54.08005132990957,112.49688498955189,133.35596156645414,170.90490386867157
53.02911406676642,115.85001660962284,149.41214349408602,186.37165166800776
54.65102996539942,110.86632236192395,168.55241419554343,198.88111507594118
53.98163074500252,109.9272336848307,181.9254255192162,210.706353342836
53.30102084259121,113.3693388156375,190.0567391144067,218.8354201610547
52.65278962066065,111.69883754887985,201.59085052654368,223.3418641412482
53.06220500397417,82.87845174153104,67.91109842658739,79.18397633064326
52.17205332239473,93.93097667536784,85.60691185490958,104.58339296523394
55.81170906990484,99.4452947955615,102.02776614699324,129.1245138872164
51.82633416676308,111.93746731959502,116.83195900956957,149.75540933355012
54.44514518677866,111.58798215541267,135.158989022435,168.21746372000504
52.03226595638718,114.25569567855565,152.8376015734393,184.39025026297526
53.30620671736279,111.23646094039802,170.0825902641865,197.04429542246905
54.0928490697487,111.1548532491912,182.38901988891018,206.63201557677763
52.85107883288689,113.04409507301672,190.60471774149212,217.4039401701106
53.43871327871564,110.34328066117959,201.89075682003653,223.73224843748142
52.355548383790556,83.31996890657314,67.736976424338,80.0292045672696
52.74530302237286,93.09319479143345,85.44458140753932,106.33880943181396
53.99682698221139,100.90180780602857,102.02119237225504,130.69548800975173
54.48344890535106,108.87611176028044,116.06425992063306,151.98156994877607
54.1919843844119,114.34292257140277,131.76977944818424,170.15351571965758
52.86360257169345,113.40181711345372,151.02255798089575,187.11674748518357
53.50698520420222,111.53275376274492,167.4929990809019,198.7155490012595
53.005220825096565,113.71532521789285,177.45950575865024,210.5819799932035
54.556639216839656,110.37946493298146,189.51920825028986,219.77863856576047
54.329393932018355,112.84171934026594,196.86582092458062,225.8212733819749
53.4479657660355,80.92353421036483,69.06123482749406,80.0089634780769
53.196063170613925,90.22535695979974,87.38545216687577,106.39224376700393
53.91754577242275,99.01282535982452,103.58421936491821,130.395238581665
53.10409122757159,107.87318353483514,117.58044672843073,153.1728517479062
53.45385562244413,111.36295585471214,134.62785240389314,171.48770852694474
54.51652017572552,113.98627113069449,149.29087159247482,186.24187562824486
55.686899213217224,111.18768331218521,166.8488817119675,198.9989438642428
54.02911855118126,114.0430238317958,178.61898304262218,209.78829963272486
53.89343425030135,113.51132902962911,188.61404585950785,219.79386937731917
53.98959478485336,112.75766624906024,198.70906494830248,225.8332103773446
53.522810088221945,82.00167268451973,68.51179088877714,79.40542462045248
54.99028504293766,89.37710222285996,86.2530205223524,104.63247229102103
51.6817848675395,102.15857667805929,102.56484358545062,129.16847783796345
