action: flow[$t1],action: flow[$t2],action: flow[$t3],action: flow[$t4],states: rlevel[$t1],states: rlevel[$t2],states: rlevel[$t3],states: rlevel[$t4]
42.979200431618686,2.7889573978660454,0.8299882218141885,0.0,75.0,50.0,50.0,50.0
9.052054155062592,7.811917913852235,27.0475969420045,11.949869828054263,34.21093554565348,98.9407638019857,70.7094899442849,79.58050899004724
3.375620964630661,51.34174314803357,12.219295128943282,39.24074767407684,29.573801479150795,105.29424458947247,68.9759776046325,121.51504864159794
3.7552521521887003,26.297800606902147,4.822712288537693,2.2580571446513495,30.760939389950693,61.79492099600245,125.72146872939474,117.12879849790134
1.6602509643687346,4.176637510683369,17.43877235319969,6.747076157985577,31.532644151607318,47.344281328816265,159.31441559169616,142.84954976970567
9.349992718501177,8.073063391717426,45.84313028613477,41.724734549673144,34.375321746854915,53.70757293472247,153.4153544369351,173.37291402477334
8.129629371596423,20.376291779421404,4.188397795755389,72.98857195127107,29.43461400944937,63.54294382956088,123.92326076348883,192.53740414635095
5.566760561891771,16.942308870383734,46.816890411864,59.79730806801155,25.871848937775432,59.27878688117018,152.45230543860174,135.31621135148876
2.725573807628899,6.072384405496218,80.35481645069424,31.75619585489292,24.970449426976224,56.14728010628978,131.00183363761008,143.2084690641474
2.26399385350436,20.783144252849077,6.273716992361735,111.63178331659614,26.933146344491462,61.225039043206124,68.16318336724069,211.58777137684854
3.087515031495425,6.042064127491267,3.618757344631484,0.0,75.0,50.0,50.0,50.0
34.66989355727654,1.6990558556191278,25.07295782080453,15.162315154997005,74.10262094577674,55.79597167223721,71.17382755109283,82.36927811286454
5.022393727696258,51.70606095607412,12.443528177230291,7.038561587994451,41.68964025485134,97.21102168365965,65.26920663482784,118.89140649970946
15.555259311154918,3.2633264586766635,54.710295610538864,51.189855324188166,40.79848518088606,55.80980141922616,122.40321677342683,147.2454282998914
3.8461481930517483,41.505635030444594,2.205041408760332,22.953079959122736,29.411198538557414,76.54517564253639,83.48366626892322,169.96439099254297
7.328854193025754,14.214432103982187,64.59204252724922,103.93038454690014,30.132603397836384,45.95896682690176,139.3035450671063,164.84184749760567
4.097433795770557,17.877159690241346,17.410216264318308,25.071495724686645,27.349831009292664,48.01764735256241,99.25454642252281,141.97853483665634
2.0180550412623526,9.02060576389853,36.17848132268501,5.928710822571697,27.878437210645785,43.08551719729445,114.8038409863978,154.27213084537354
2.7724500252327586,11.841085608315673,51.29480663231197,13.950364401966034,30.471828874367286,45.15507272518401,101.07047080023857,202.6691029267416
3.068465664335479,0.8204283753929247,6.815864271525859,180.18867781393956,32.23518451601912,45.06729326386204,76.51782122935231,249.61646874928158
30.573157429466004,13.256380873412375,0.19533276524417054,0.0,75.0,50.0,50.0,50.0
18.941439631643192,37.238087882855986,22.8576111085533,2.5897671467967918,46.616978547806156,76.06729732428667,81.81156887640125,78.94585353347722
3.2386865440287167,21.23262158448623,36.56052462950316,47.68649363111639,31.589361074702516,64.8803214466067,112.84921116945631,126.10070954206728
8.533964102088396,15.865547993120005,11.221455343382454,22.935868613905864,32.85181364164027,54.78313466661228,111.1673421915583,137.04510050110724
3.5549492759261727,19.009859427743066,38.89190752938731,9.772118444537533,28.778325768088365,55.95170533704483,129.64506504138112,145.96937480899592
2.1365728921791725,16.43624413492318,13.912572032815895,16.26232598739319,29.809337631291985,48.93231511021836,121.38261768359465,194.47342697960082
1.9899590131274314,8.214140814350772,83.3353587931416,47.67625918563147,32.228532231509135,43.43593583048393,136.55749678321823,203.33268641912335
13.41517287667744,3.7682755761727003,4.3029709842240464,129.82374094647363,34.719323973196495,46.268710370827066,72.14125566915273,248.46184628037042
1.170208093139625,7.558734271666807,23.632080158940067,39.48135518822958,25.701556449392996,64.84559276718593,89.00663640332289,122.39103620443272
4.4543246621887675,22.75941016607981,36.23954061302175,0.10522536216793299,29.201099715819222,66.35606429590649,88.97742786258566,129.07066325258745
15.021481464608785,12.261773239575396,3.663317929435017,0.0,75.0,50.0,50.0,50.0
15.43422243801738,18.75749505889792,2.3493412121226247,15.577184814956626,62.16865451266338,61.51022899326643,77.34897607837341,82.41383869766807
27.89379920284583,14.535998592411032,4.0594215527736734,25.289830604698363,49.803205846620735,66.29639492257098,110.76867987134885,95.79381770326005
5.270385864039013,49.290498087783405,13.049797161551677,23.478510909009884,25.669739605756423,87.45819901343106,135.12294445896848,99.98219495524656
0.550918548431244,3.4906937180222952,109.40512472947026,28.04466334629963,25.069922157814524,49.618492157289836,182.2622951621641,114.56358479243032
1.765806873240034,3.880011916165471,25.867663073909746,0.31431186099933267,29.204786027641347,55.44822466172581,79.82990091655839,219.37598434189908
8.279843973108706,24.998811415809826,1.800092851454854,117.26545139628438,32.01258001099918,61.79755440404852,74.65922653594438,251.0589682997653
0.2534415679107632,8.699632217103295,8.8832514659627,34.75743605471864,28.220420912747436,53.17033322125486,115.07353344843312,134.4083365923487
8.383986888575432,17.99277351331741,49.65932449167023,33.95369689461461,32.56883611785804,53.31126634431204,128.2835578439297,129.52852413620292
6.254152945182676,1.9465164419157126,59.0324064000609,4.94858594737189,28.65457844345681,52.282107187799696,108.41122119846662,166.8687702103034
