action: AIR[$r101],action: AIR[$r102],action: AIR[$r103],action: AIR[$r104],action: AIR[$r105],action: AIR[$r106],action: AIR[$r107],action: AIR[$r108],action: AIR[$r109],action: AIR[$r110],action: AIR[$r111],action: AIR[$r112],action: AIR[$r201],action: AIR[$r202],action: AIR[$r203],action: AIR[$r204],action: AIR[$r205],action: AIR[$r206],action: AIR[$r207],action: AIR[$r208],action: AIR[$r209],action: AIR[$r210],action: AIR[$r211],action: AIR[$r212],action: AIR[$r301],action: AIR[$r302],action: AIR[$r303],action: AIR[$r304],action: AIR[$r305],action: AIR[$r306],action: AIR[$r307],action: AIR[$r308],action: AIR[$r309],action: AIR[$r310],action: AIR[$r311],action: AIR[$r312],action: AIR[$r401],action: AIR[$r402],action: AIR[$r403],action: AIR[$r404],action: AIR[$r405],action: AIR[$r406],action: AIR[$r407],action: AIR[$r408],action: AIR[$r409],action: AIR[$r410],action: AIR[$r411],action: AIR[$r412],action: AIR[$r501],action: AIR[$r502],action: AIR[$r503],action: AIR[$r504],action: AIR[$r505],action: AIR[$r506],action: AIR[$r507],action: AIR[$r508],action: AIR[$r509],action: AIR[$r510],action: AIR[$r511],action: AIR[$r512],states: TEMP[$r101],states: TEMP[$r102],states: TEMP[$r103],states: TEMP[$r104],states: TEMP[$r105],states: TEMP[$r106],states: TEMP[$r107],states: TEMP[$r108],states: TEMP[$r109],states: TEMP[$r110],states: TEMP[$r111],states: TEMP[$r112],states: TEMP[$r201],states: TEMP[$r202],states: TEMP[$r203],states: TEMP[$r204],states: TEMP[$r205],states: TEMP[$r206],states: TEMP[$r207],states: TEMP[$r208],states: TEMP[$r209],states: TEMP[$r210],states: TEMP[$r211],states: TEMP[$r212],states: TEMP[$r301],states: TEMP[$r302],states: TEMP[$r303],states: TEMP[$r304],states: TEMP[$r305],states: TEMP[$r306],states: TEMP[$r307],states: TEMP[$r308],states: TEMP[$r309],states: TEMP[$r310],states: TEMP[$r311],states: TEMP[$r312],states: TEMP[$r401],states: TEMP[$r402],states: TEMP[$r403],states: TEMP[$r404],states: TEMP[$r405],states: TEMP[$r406],states: TEMP[$r407],states: TEMP[$r408],states: TEMP[$r409],states: TEMP[$r410],states: TEMP[$r411],states: TEMP[$r412],states: TEMP[$r501],states: TEMP[$r502],states: TEMP[$r503],states: TEMP[$r504],states: TEMP[$r505],states: TEMP[$r506],states: TEMP[$r507],states: TEMP[$r508],states: TEMP[$r509],states: TEMP[$r510],states: TEMP[$r511],states: TEMP[$r512]
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,13.7475,13.7475,13.7475,13.7475,13.7475,13.7475,13.7725,13.7475,13.7725,13.7475,13.7475,13.7475,13.7475,13.7475,13.7475,13.7475,13.7475,13.7475,13.7725,13.7475,13.7725,13.7475,13.7475,13.7475,13.7475,13.7475,13.7475,13.7475,13.7475,13.7475,13.7725,13.7475,13.7725,13.7475,13.7475,13.7475,13.7475,13.7475,13.7475,13.7475,13.7475,13.7475,13.7725,13.7475,13.7725,13.7475,13.7475,13.7475,13.7475,13.7475,13.7475,13.7475,13.7475,13.7475,13.7725,13.7475,13.7725,13.7475,13.7475,13.7475
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,16.964296346153848,16.964296346153848,16.964296346153848,17.00033,17.00033,16.96458043706294,17.03376590472028,17.000898181818183,17.034049995629374,16.964296346153848,17.00033,17.00033,16.964296346153848,16.964296346153848,16.964296346153848,17.00033,17.00033,16.96458043706294,17.03376590472028,17.000898181818183,17.034049995629374,16.964296346153848,17.00033,17.00033,16.964296346153848,16.964296346153848,16.964296346153848,17.00033,17.00033,16.96458043706294,17.03376590472028,17.000898181818183,17.034049995629374,16.964296346153848,17.00033,17.00033,16.964296346153848,16.964296346153848,16.964296346153848,17.00033,17.00033,16.96458043706294,17.03376590472028,17.000898181818183,17.034049995629374,16.964296346153848,17.00033,17.00033,16.964296346153848,16.964296346153848,16.964296346153848,17.00033,17.00033,16.96458043706294,17.03376590472028,17.000898181818183,17.034049995629374,16.964296346153848,17.00033,17.00033
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,19.725544840517752,19.725544840517752,19.725954313856914,19.82337696666084,19.823786440000003,19.726574898279594,19.85298101069176,19.82502984382629,19.85400315910443,19.725954313856914,19.82337696666084,19.823786440000003,19.725544840517752,19.725544840517752,19.725954313856914,19.82337696666084,19.823786440000003,19.726574898279594,19.85298101069176,19.82502984382629,19.85400315910443,19.725954313856914,19.82337696666084,19.823786440000003,19.725544840517752,19.725544840517752,19.725954313856914,19.82337696666084,19.823786440000003,19.726574898279594,19.85298101069176,19.82502984382629,19.85400315910443,19.725954313856914,19.82337696666084,19.823786440000003,19.725544840517752,19.725544840517752,19.725954313856914,19.82337696666084,19.823786440000003,19.726574898279594,19.85298101069176,19.82502984382629,19.85400315910443,19.725954313856914,19.82337696666084,19.823786440000003,19.725544840517752,19.725544840517752,19.725954313856914,19.82337696666084,19.823786440000003,19.726574898279594,19.85298101069176,19.82502984382629,19.85400315910443,19.725954313856914,19.82337696666084,19.823786440000003
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.095758067333662,22.09576272043979,22.097211975442324,22.273088784567694,22.274541976813875,22.09807868616498,22.28998600190247,22.27627277355649,22.292271373929104,22.097211975442324,22.273088784567694,22.274541976813875,22.09576272043979,22.09576272043979,22.097211975442324,22.273088784567694,22.274541976813875,22.09807868616498,22.28998600190247,22.27627277355649,22.292271373929104,22.097211975442324,22.273088784567694,22.274541976813875,22.09576272043979,22.09576272043979,22.097211975442324,22.273088784567694,22.274541976813875,22.09807868616498,22.28998600190247,22.27627277355649,22.292271373929104,22.097211975442324,22.273088784567694,22.274541976813875,22.09576272043979,22.09576272043979,22.097211975442324,22.273088784567694,22.274541976813875,22.09807868616498,22.28998600190247,22.27627277355649,22.292271373929104,22.097211975442324,22.273088784567694,22.274541976813875,22.09576272043979,22.09576272043979,22.097211975442324,22.273088784567694,22.274541976813875,22.09807868616498,22.28998600190247,22.27627277355649,22.292271373929104,22.097216628548452,22.273088784567694,22.274541976813875
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.878854319133186,21.878875208594224,21.882267185974946,22.1693998931087,22.172809575910538,21.883318779653347,22.169502432621293,22.174883703139017,22.173868684458466,21.882267185974946,22.1693998931087,22.172809575910538,21.878875208594224,21.87887526147043,21.882267185974946,22.1693998931087,22.172809575910538,21.883318779653347,22.169502432621293,22.174883703139017,22.173868684458466,21.882267185974946,22.1693998931087,22.172809575910538,21.87887526147043,21.87887526147043,21.882267185974946,22.1693998931087,22.172809575910538,21.883318779653347,22.169502432621293,22.174883703139017,22.173868684458466,21.882267185974946,22.1693998931087,22.172809575910538,21.87887526147043,21.87887526147043,21.882267185974946,22.1693998931087,22.172809575910538,21.883318779653347,22.169502432621293,22.174883703139017,22.173868684458466,21.882267185974946,22.1693998931087,22.172809575910538,21.87887526147043,21.87887526147043,21.882267185974946,22.1693998931087,22.172809575910538,21.883318779653347,22.169502432621293,22.174883703139017,22.173868684458466,21.882288181188397,22.169399945984907,22.172809575910538
0.16921559733901154,0.16909881394029458,0.15605045311768606,0.0,0.0,0.15392511265505976,0.0,0.0,0.0,0.15605045311768606,0.0,0.0,0.16909881273856098,0.16909823991213113,0.15605045191595945,0.0,0.0,0.15392511265505976,0.0,0.0,0.0,0.15605045191595945,0.0,0.0,0.16909823871039714,0.16909823750867053,0.15605045191595945,0.0,0.0,0.15392511265505976,0.0,0.0,0.0,0.15605045191595945,0.0,0.0,0.16909823750867053,0.16909823750867053,0.15605045191595945,0.0,0.0,0.15392511265505976,0.0,0.0,0.0,0.15605045191595945,0.0,0.0,0.16909823750867053,0.16909823750867053,0.15605045191595945,0.0,0.0,0.15392511265505976,0.0,0.0,0.0,0.15593251445225303,0.0,0.0,21.665392201330494,21.665450593029853,21.671974773441157,22.06511701850027,22.071690769665622,21.67303744367247,22.049346666487722,22.073717994889872,22.056774172605248,21.671974773441157,22.06511701850027,22.071690769665622,21.66545059363072,21.665450880043934,21.67197477404202,22.06511701850027,22.071690769665622,21.67303744367247,22.049346666487722,22.073717994889872,22.056774172605248,21.67197477404202,22.06511701850027,22.071690769665622,21.6654508806448,21.665450881245665,21.67197477404202,22.06511701850027,22.071690769665622,21.67303744367247,22.049346666487722,22.073717994889872,22.056774172605248,21.67197477404202,22.06511701850027,22.071690769665622,21.665450881245665,21.665450881245665,21.67197477404202,22.06511701850027,22.071690769665622,21.67303744367247,22.049346666487722,22.073717994889872,22.056774172605248,21.67197477404202,22.065117019101137,22.071690769665622,21.665450881245665,21.665450881245665,21.67197477404202,22.06511701850027,22.071690769665622,21.67303744367247,22.049346666487722,22.073717994889872,22.056774172605248,21.672033742773873,22.065117307825375,22.07169077026649
0.5113368955767328,0.511131761859126,0.49569298638078146,0.0,0.0,0.494819446296539,0.0,0.0,0.0,0.49569298638078146,0.0,0.0,0.5111317547510696,0.5111301618046225,0.49569297928599115,0.0,0.0,0.494819446296539,0.0,0.0,0.0,0.495692979258685,0.0,0.0,0.511130154682917,0.5111301476158303,0.49569297924502803,0.0,0.0,0.494819446296539,0.0,0.0,0.0,0.49569297924502803,0.0,0.0,0.5111301475885172,0.5111301475748606,0.49569297924502803,0.0,0.0,0.494819446296539,0.0,0.0,0.0,0.49569297923137146,0.0,0.0,0.5111301475748606,0.5111301475748606,0.49569297924502803,0.0,0.0,0.494819446296539,0.0,0.0,0.0,0.49548457074880037,0.0,0.0,21.494331552211634,21.494434119070437,21.50215350680961,21.960317213340396,21.971168000637423,21.50259027685173,21.929572673149252,21.972787767073097,21.940951791671257,21.50215350680961,21.960317213340396,21.971168000637423,21.494434122624465,21.49443491909769,21.502153510357005,21.960317213347224,21.971168000637423,21.50259027685173,21.929572673149252,21.972787767073097,21.940951791671257,21.502153510370658,21.960317213347224,21.971168000637423,21.49443492265854,21.494434926192085,21.502153510377486,21.960317213347224,21.971168000637423,21.50259027685173,21.929572673149252,21.972787767073097,21.940951791671257,21.502153510377486,21.960317213354053,21.971168000637423,21.49443492620574,21.49443492621257,21.502153510377486,21.960317213347224,21.971168000637423,21.50259027685173,21.929572673149252,21.972787767073097,21.940951791671257,21.502153510384314,21.96031721720481,21.97116800065108,21.49443492621257,21.49443492621257,21.502153510377486,21.960317213347224,21.971168000637423,21.50259027685173,21.929572673149252,21.972787767073097,21.940951791671257,21.5022577146256,21.960318161113573,21.971168004508666
0.6880710442863818,0.6877974908847976,0.6698210868389439,0.0,0.0,0.6699064559232326,0.0,0.0,0.0,0.6698210868387947,0.0,0.0,0.6877974693031275,0.6877944125315523,0.6698210653410186,0.0,0.0,0.6699064559232326,0.0,0.0,0.0,0.6698210651665517,0.0,0.0,0.687794390862571,0.6877943695417273,0.669821065080022,0.0,0.0,0.6699064559232326,0.0,0.0,0.0,0.6698210650790914,0.0,0.0,0.6877943693672748,0.6877943692807447,0.6698210650790914,0.0,0.0,0.6699064559232326,0.0,0.0,0.0,0.669821064984724,0.0,0.0,0.6877943692801269,0.6877943692801269,0.6698210650790914,0.0,0.0,0.6699064559232326,0.0,0.0,0.0,0.6695411419448333,0.0,0.0,21.40596447785681,21.4061012545576,21.415089456580528,21.855482129402166,21.871224896232338,21.415046772038384,21.810633559692334,21.872104990468372,21.826367411803297,21.415089456580603,21.855482129402166,21.871224896232338,21.406101265348436,21.406102793734224,21.41508946732949,21.855482129448955,21.871224896232413,21.415046772038384,21.810633559692334,21.872104990468372,21.826367411803297,21.415089467416724,21.855482129449186,21.871224896232413,21.406102804568715,21.406102815229136,21.41508946745999,21.855482129449264,21.871224896232413,21.415046772038384,21.810633559692334,21.872104990468372,21.826367411803297,21.415089467460454,21.855482129499574,21.871224896232647,21.406102815316363,21.406102815359628,21.415089467460454,21.855482129449264,21.871224896232413,21.415046772038384,21.810633559692334,21.872104990468372,21.826367411803297,21.415089467507638,21.85548214387778,21.87122489633335,21.406102815359937,21.406102815359937,21.415089467460454,21.855482129449264,21.871224896232413,21.415046772038384,21.810633559692334,21.872104990468372,21.826367411803297,21.415229429027583,21.85548422320887,21.871224910761708
0.7782153150232389,0.7778814057698824,0.7591445996045892,0.0,0.0,0.760002031211265,0.11309639236110758,0.0,0.07401341605185524,0.7591445996035662,0.0,0.0,0.7778813605631071,0.7778768728168186,0.7591445546690352,0.0,0.0,0.760002031211265,0.11309639236110758,0.0,0.07401341605185524,0.7591445540967428,0.0,0.0,0.777876827323432,0.7778767829690663,0.7591445538154034,0.0,0.0,0.760002031211265,0.11309639236110758,0.0,0.07401341605185524,0.7591445538088664,0.0,0.0,0.7778767823968948,0.7778767821155838,0.7591445538090369,0.0,0.0,0.760002031211265,0.11309639236110758,0.0,0.07401341605185524,0.7591445534352772,0.0,0.0,0.7778767821112496,0.777876782111342,0.7591445538090225,0.0,0.0,0.760002031211265,0.11309639236110758,0.0,0.07401341605185524,0.7588011588483282,0.0,0.0,21.36089234248838,21.36105929711506,21.370427700197705,21.751559798980395,21.77185084555327,21.369998984394368,21.693451803819446,21.77168605007975,21.712993291974072,21.370427700198217,21.7515597989804,21.77185084555327,21.361059319718446,21.36106156359159,21.370427722665482,21.751559799146918,21.771850845553875,21.369998984394368,21.693451803819446,21.77168605007975,21.712993291974072,21.37042772295163,21.751559799148698,21.771850845553878,21.361061586338284,21.361061608515467,21.3704277230923,21.751559799149224,21.771850845553878,21.369998984394368,21.693451803819446,21.77168605007975,21.712993291974072,21.370427723095567,21.751559799360905,21.77185084555582,21.361061608801553,21.361061608942208,21.37042772309548,21.751559799149234,21.771850845553878,21.369998984394368,21.693451803819446,21.77168605007975,21.712993291974072,21.37042772328236,21.751559836626704,21.771850845979813,21.361061608944375,21.36106160894433,21.37042772309549,21.751559799149234,21.771850845553878,21.369998984394368,21.693451803819446,21.77168605007975,21.712993291974072,21.370599420575836,21.75156339924609,21.771850883456025
