13.71927,13.71600,13.71461,13.71289,13.71353,13.71559,13.73847,13.71290,13.73742,13.71484,13.71314,13.71325,13.71617,13.71493,13.71510,13.71327,13.71339,13.71425,13.73815,13.71264,13.73751,13.71463,13.71353,13.71318,13.71642,13.71656,13.71718,13.71364,13.71328,13.71306,13.73792,13.71231,13.73714,13.72095,13.71470,13.71424,13.71958,13.71851,13.71674,13.71371,13.71301,13.71390,13.73801,13.71256,13.73740,13.71633,13.71394,13.71334,13.71771,13.71728,13.71600,13.71394,13.71304,13.71420,13.73795,13.71241,13.73753,13.71440,13.71395,13.71331
16.91338,16.90772,16.90550,16.93880,16.94001,16.90753,16.97343,16.93954,16.41586,16.90591,16.92866,16.93948,16.90802,16.90585,16.90635,16.93942,16.93974,16.90519,16.97283,16.83817,16.49344,16.90553,16.93989,16.93936,16.90846,16.90871,16.90997,16.94009,16.93954,16.90306,16.97248,16.93853,16.66619,16.91649,16.94194,16.94122,16.91394,16.91209,16.90919,16.94024,16.92613,16.90458,16.97259,16.93897,16.53193,16.90840,16.94061,16.93964,16.91068,16.90989,16.90791,16.94061,16.93912,16.90508,16.97248,16.93867,17.00833,16.90513,16.94066,16.93959
19.65697,19.64963,19.64734,19.16836,19.26060,19.44215,19.37077,19.16307,18.34692,19.64777,19.56372,19.25614,19.65004,19.50801,19.64846,19.14968,19.21946,19.64722,19.39090,18.97688,19.04344,19.64737,18.96272,19.09413,19.65060,19.65094,19.65319,19.21143,19.39581,19.64437,19.36665,19.28306,18.86643,19.66165,19.04088,19.11542,19.65773,19.65532,19.65215,19.74325,19.28380,19.30501,19.40033,19.24319,18.66336,19.65104,19.39562,19.26490,19.65348,19.65239,19.65049,19.68721,19.12947,19.64706,19.71354,19.31399,19.02865,19.64685,19.37829,19.36565
21.32467,21.10099,21.00337,20.75903,20.60218,21.04016,20.94512,20.51089,19.78848,21.42468,20.55778,20.69245,21.20532,21.41283,21.07067,20.86884,20.72185,21.06887,20.90467,20.05278,20.30960,20.98592,20.68548,20.86501,21.25901,20.93534,21.16422,20.75939,20.83887,21.00612,21.20774,20.84676,20.37093,20.93728,20.51880,20.58401,21.26096,21.48160,21.29538,21.00762,20.84199,20.64260,21.01285,20.66615,20.08593,20.75259,20.62680,20.46967,21.23168,20.80049,20.98223,21.12876,20.46120,21.05719,21.03262,20.76179,20.07850,21.09473,21.04060,20.59451
21.65794,21.73755,21.75117,21.63253,21.72953,21.65179,21.66145,21.55698,20.85005,21.71381,21.27632,21.51524,21.70523,21.76232,21.64500,21.41068,21.45906,21.75041,21.44599,21.17804,21.14472,21.70559,21.28467,21.33258,21.75308,21.65499,21.72155,21.31620,21.59978,21.74402,21.73302,21.74795,21.17281,21.65281,21.34544,21.18561,21.71264,21.70627,21.77499,21.73085,21.44042,21.65192,21.46790,21.72790,20.83529,21.55684,21.57848,21.31457,21.75499,21.64376,21.66013,21.62272,21.26691,21.66293,21.46768,21.51397,21.16800,21.63583,21.70757,21.62641
21.76190,21.74962,21.73749,21.81899,21.62705,21.75167,21.75222,21.82400,21.45586,21.70064,21.88400,21.83784,21.74171,21.74687,21.74156,21.75018,21.71526,21.74218,21.77692,21.78121,21.55361,21.74788,21.75123,21.73474,21.72987,21.75177,21.72138,21.85378,21.78512,21.60870,21.67819,21.78932,21.63901,21.77030,21.85413,21.70749,21.76328,21.75681,21.67653,21.71194,21.74640,21.86688,21.74842,21.73227,21.44278,21.76039,21.75514,21.75106,21.75031,21.82227,21.74977,21.73397,21.74886,21.75138,21.77397,21.82527,21.50521,21.81566,21.74230,21.85113
21.64897,21.73749,21.72679,21.71631,21.76486,21.74953,21.63728,21.75048,21.75235,21.74485,21.78061,21.73821,21.74705,21.71025,21.74660,21.81316,21.84911,21.71715,21.74763,21.85567,21.55859,21.59484,21.82497,21.79043,21.64107,21.62546,21.75372,21.74962,21.71857,21.74728,21.74953,21.68695,21.75404,21.69197,21.75546,21.75049,21.72514,21.69770,21.72350,21.71810,21.81897,21.73279,21.82397,21.69704,21.73285,21.68418,21.75179,21.65331,21.73525,21.67248,21.72784,21.85166,21.72536,21.62711,21.74624,21.73512,21.72449,21.66610,21.78823,21.74969
21.72648,21.61280,21.72028,21.73763,21.72746,21.60997,21.72585,21.67587,21.74882,21.63089,21.74950,21.75073,21.58191,21.58681,21.60485,21.71312,21.74720,21.72910,21.63277,21.74885,21.75865,21.71541,21.72195,21.75090,21.71227,21.60716,21.62012,21.74478,21.72707,21.57683,21.73431,21.60036,21.75077,21.66813,21.65733,21.84892,21.72825,21.67832,21.58365,21.74813,21.82176,21.62998,21.70511,21.74770,21.75224,21.63723,21.71033,21.75239,21.73295,21.61352,21.58290,21.74823,21.75814,21.58572,21.74147,21.77128,21.74830,21.68723,21.69257,21.72836
21.57895,21.66806,21.70873,21.63878,21.63956,21.55759,21.72645,21.73692,21.74784,21.55787,21.71865,21.69636,21.59370,21.70033,21.60345,21.70646,21.67223,21.55866,21.72678,21.74670,21.75690,21.68740,21.71118,21.66769,21.65079,21.63140,21.56895,21.64634,21.74912,21.68133,21.66371,21.70498,21.74922,21.64607,21.74092,21.74592,21.64321,21.63262,21.70200,21.65285,21.72398,21.69802,21.59548,21.64928,21.75160,21.72885,21.61411,21.65972,21.73231,21.57115,21.70486,21.73766,21.67501,21.69352,21.73776,21.67422,21.74853,21.55901,21.60680,21.72140
21.63377,21.54690,21.61133,21.71354,21.55525,21.68171,21.62757,21.70062,21.74757,21.55444,21.62449,21.68878,21.59367,21.55262,21.63508,21.60808,21.57517,21.66353,21.61563,21.65273,21.75625,21.54193,21.66843,21.59739,21.70259,21.54800,21.55253,21.64833,21.65692,21.53570,21.57865,21.66133,21.74818,21.56593,21.64018,21.65473,21.57061,21.68283,21.72380,21.61417,21.63424,21.54210,21.69019,21.65568,21.74860,21.61515,21.70339,21.57380,21.55880,21.70230,21.61378,21.64030,21.58204,21.55529,21.64027,21.58555,21.74760,21.63213,21.59001,21.62154
