action: AIR[$r1],action: AIR[$r2],action: AIR[$r3],action: AIR[$r4],action: AIR[$r5],action: AIR[$r6],states: TEMP[$r1],states: TEMP[$r2],states: TEMP[$r3],states: TEMP[$r4],states: TEMP[$r5],states: TEMP[$r6]
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
10.0,10.0,10.0,10.0,10.0,10.0,13.76,13.7725,13.76,13.76,13.7725,13.76
10.0,10.0,10.0,10.0,10.0,10.0,17.012034166666666,17.046821666666666,17.012034166666666,17.012034166666666,17.046821666666666,17.012034166666666
10.0,10.0,10.0,10.0,10.0,10.0,19.824822945729167,19.888561414999998,19.824822945729167,19.824822945729167,19.888561414999998,19.824822945729167
4.984203497681879,8.831243429933206,7.034018756100727,1.7406585565631716,1.8957576525275355,8.990412438990829,22.257774899098102,22.35470900039882,22.257774899098102,22.257774899098102,22.35470900039882,22.257774899098102
7.501416459896356,0.0,0.0,0.497114599556463,8.974735108183996,0.0,23.243184113184086,24.23543699292562,23.70051528109048,22.519521729471073,22.696525283494196,24.1370033032213
0.0,0.0,0.0,3.7390455009136803,0.0,0.0,24.68944318670489,24.120914792544767,23.567668031446637,22.506431009753946,24.593348551648354,23.976327513571448
0.0,0.0,3.345378703144537,0.48712390136689376,0.0,0.0,24.516300152070272,24.036723370026074,23.435987029012015,23.234787290825423,24.47567035370826,23.834535789431317
0.0,0.0,0.0,8.367772400005911,0.0,0.0,24.353034091117205,23.95164207750268,24.0026691965746,23.22192782897173,24.365856042240566,23.69435856477088
0.0,0.0,0.0,0.0,0.0,0.0,24.193203577548314,23.871666256996825,23.85589969159942,24.869899123371894,24.257489111514257,23.561639020803433
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
10.0,10.0,10.0,10.0,10.0,10.0,13.76,13.7725,13.76,13.76,13.7725,13.76
10.0,10.0,10.0,10.0,10.0,10.0,17.012034166666666,17.046821666666666,17.012034166666666,17.012034166666666,17.046821666666666,17.012034166666666
10.0,10.0,10.0,10.0,10.0,10.0,19.824822945729167,19.888561414999998,19.824822945729167,19.824822945729167,19.888561414999998,19.824822945729167
5.832664717910316,5.051220529674463,7.405568952635106,7.537127766647932,5.11595456248264,3.874112940576145,22.257774899098102,22.35470900039882,22.257774899098102,22.257774899098102,22.35470900039882,22.257774899098102
0.5688496069179505,7.735324595566339,0.0,0.0,9.326146205510407,2.689120925812274,23.432483006914474,23.396689471868328,23.783411280922184,23.812763168031893,23.41105327626279,22.995513495611153
4.0493247489034365,0.0,0.0,0.0,0.0,8.440751071268352,23.4154363516373,24.931633175663176,23.631903303543833,23.66425192955754,25.2724893482952,23.446227743155248
0.0,0.0,0.0,0.0,0.0,0.0,24.136365344214408,24.81768488061934,23.5008879960042,23.534978083058082,25.145574996564108,25.08149335780871
0.0,0.0,5.174960816977887,9.978983996391202,0.0,0.0,23.992003021406138,24.711155797573173,23.385962189761823,23.41402086498493,25.03422708060053,24.914966659887178
0.0,0.0,0.0,0.0,0.0,0.0,23.84950441491167,24.60486711466375,24.35291448631374,25.37538625174572,24.923075345352142,24.7508909803723
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
10.0,10.0,10.0,10.0,10.0,10.0,13.76,13.7725,13.76,13.76,13.7725,13.76
10.0,10.0,10.0,10.0,10.0,10.0,17.012034166666666,17.046821666666666,17.012034166666666,17.012034166666666,17.046821666666666,17.012034166666666
10.0,10.0,10.0,10.0,10.0,10.0,19.824822945729167,19.888561414999998,19.824822945729167,19.824822945729167,19.888561414999998,19.824822945729167
5.768431070467795,8.119954535876142,3.3777175204785936,2.523596434640453,9.075934971728023,5.77702345135949,22.257774899098102,22.35470900039882,22.257774899098102,22.257774899098102,22.35470900039882,22.257774899098102
1.8087994392095907,0.0,4.857728173704108,4.14059836155876,0.0,8.63521444845638,23.41815193542736,24.07760943145632,22.884763467634624,22.69420180988741,24.28973148518651,23.42006896847322
0.0,0.0,0.0,4.313039838818935,0.0,0.0,23.65648428376771,23.97595619412538,23.81137024361978,23.483101388625485,24.17810971135624,25.084920724832376
0.0,0.0,0.0,0.0,0.0,0.0,23.517172152067516,23.886257265048492,23.681373117850164,24.247252281276133,24.08957693543955,24.912829913914667
0.1774635580555073,0.0,0.0,0.0,0.0,0.0,23.38710837349346,23.79637941056037,23.552579752730843,24.093786328847127,24.007997151709056,24.74339955201722
9.448990508671695,0.0,2.9636982659145126,0.0,0.0,0.0,23.295477206863502,23.706473264629803,23.424979479691622,23.94255318924342,23.92552695148002,24.57662832955377
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
10.0,10.0,10.0,10.0,10.0,10.0,13.76,13.7725,13.76,13.76,13.7725,13.76
10.0,10.0,10.0,10.0,10.0,10.0,17.012034166666666,17.046821666666666,17.012034166666666,17.012034166666666,17.046821666666666,17.012034166666666
10.0,10.0,10.0,10.0,10.0,10.0,19.824822945729167,19.888561414999998,19.824822945729167,19.824822945729167,19.888561414999998,19.824822945729167
4.6469966848908815,0.9473191880243748,9.478857301156893,5.817899153474127,0.6243866456774116,3.5868731425473097,22.257774899098102,22.35470900039882,22.257774899098102,22.257774899098102,22.35470900039882,22.257774899098102
6.858714356000657,2.0781468212021768,0.0,9.309728296801127,0.6845690326123555,3.8780735650059617,23.167950413519534,22.48607671427443,24.245979494297462,23.429188684267267,22.414421362836293,22.931427860692494
0.0,6.979701739271695,0.0,0.0,7.80985112750618,0.0,24.480231801412145,22.88547578204664,24.074302983091524,25.220098779330833,22.501577811710924,23.636721152416584
0.0,0.0,0.0,0.0,0.0,1.7941579909490468,24.324855552928515,24.327076436712325,23.916302984027375,25.036090453728452,24.17725637800569,23.49056387902909
0.0,0.0,0.0,0.0,0.0,0.0,24.18400549699134,24.232842089023077,23.77321292978284,24.86954319758706,24.091331539271927,23.733338355566623
0.0,0.0,0.0,0.0,0.0,0.0,24.044650231228943,24.13847035679149,23.635087013441325,24.705443318785424,24.007941792354487,23.595403873132533
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
10.0,10.0,10.0,10.0,10.0,10.0,13.76,13.7725,13.76,13.76,13.7725,13.76
10.0,10.0,10.0,10.0,10.0,10.0,17.012034166666666,17.046821666666666,17.012034166666666,17.012034166666666,17.046821666666666,17.012034166666666
10.0,10.0,10.0,10.0,10.0,10.0,19.824822945729167,19.888561414999998,19.824822945729167,19.824822945729167,19.888561414999998,19.824822945729167
0.46930207427967163,8.273811668968753,6.5348640503798165,1.9190424889248792,2.253092173778205,7.7884857439089945,22.257774899098102,22.35470900039882,22.257774899098102,22.257774899098102,22.35470900039882,22.257774899098102
3.5274212552843287,0.0,0.0,2.1624305066491747,2.911094085961712,0.0,22.235871316352103,24.11174871907005,23.589149633090862,22.55932069759157,22.775814074010963,23.868843264436318
4.609907782811268,0.0,7.563426741825973,9.27600938038328,3.9245469358578253,0.0,22.91495692709729,23.99243019679456,23.455937127925008,22.902442547537657,23.34492840411593,23.714883501984136
0.0,0.0,0.0,0.0,0.0,0.0,23.780666811693923,23.886131940304217,24.897423709254777,24.76713239142081,24.08826142511463,23.568565623553642
0.0,0.0,0.0,0.0,0.0,1.20588249107083,23.648072482903768,23.808576583386905,24.72575911319175,24.60231272070096,23.999851838540454,23.44426493656001
0.0,0.0,0.0,0.0,0.0,0.0,23.516911339528882,23.730172593778033,24.556882815618604,24.43994352961141,23.911149420591464,23.5720846700938
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
10.0,10.0,10.0,10.0,10.0,10.0,13.76,13.7725,13.76,13.76,13.7725,13.76
10.0,10.0,10.0,10.0,10.0,10.0,17.012034166666666,17.046821666666666,17.012034166666666,17.012034166666666,17.046821666666666,17.012034166666666
10.0,10.0,10.0,10.0,10.0,10.0,19.824822945729167,19.888561414999998,19.824822945729167,19.824822945729167,19.888561414999998,19.824822945729167
5.771516595909628,3.1022557385330263,9.856689890529166,9.126190031582086,6.102415949443047,6.930575180096255,22.257774899098102,22.35470900039882,22.257774899098102,22.257774899098102,22.35470900039882,22.257774899098102
6.840843011489904,8.91972064174597,0.0,0.0,0.0,0.0,23.418840342320678,22.96423458195591,24.330277149250037,24.167296435609813,23.62993873404008,23.677436142015758
0.0,0.0,0.0,0.0,0.0,0.0,24.709358527231213,24.814752645540967,24.166606771188082,24.011262916568814,23.544077874931176,23.541754708178182
0.0,0.0,0.0,0.0,2.439473864743263,5.106351549604669,24.55401911193548,24.70529198514573,24.02148894780272,23.869331581467854,23.473890193591977,23.407527218037036
0.0,0.0,0.0,0.0,0.0,0.0,24.400630060617274,24.596163262721014,23.878119499813547,23.72921698241319,23.9096436695355,24.3404430366193
0.0,0.0,0.0,0.0,0.0,0.0,24.249158488164817,24.491603104344033,23.745348523667072,23.59510423791412,23.830515832210462,24.186058692285247
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
